	MOVIEID	TITLE	GENRES	REALEASE	(no genres listed)	Action	Adventure	Animation	Children	Comedy	Crime	Documentary	Drama	Fantasy	Film-Noir	Horror	IMAX	Musical	Mystery	Romance	Sci-Fi	Thriller	War	Western	count	mean	SCORE	title
2971	219	Лекарство	Drama	1995.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	713	3.6016830294530155	3.440678226751984	Лекарство
2972	1810	Основные цвета	Comedy,Drama	1998.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4335	3.4671280276816607	3.4406485962624687	Основные цвета
2973	5938	Deathtrap	Comedy,Crime,Mystery,Thriller	1982.0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	695	3.605755395683453	3.440608193778364	
2974	48872	Тринадцать	Film-Noir,Thriller	2005.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	447	3.6968680089485457	3.440289904968689	Тринадцать
2975	851	Баския	Drama	1996.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1809	3.50359314538419	3.440205922947865	Баския
2976	4061	The Man in the Moon	Drama,Romance	1991.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1357	3.524686809137804	3.44018940587574	
2977	3179	Прах Анджелы	Drama	1999.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1750	3.505428571428572	3.439944998308184	Прах Анджелы
2978	33004	Автостопом по галактике	Adventure,Comedy,Sci-Fi	2005.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13185	3.448274554417899	3.4395904838443645	Автостопом по галактике
2979	159093	Иллюзия обмана 2	Action,Comedy,Thriller	2016.0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4696	3.4639054514480407	3.4395268125533223	Иллюзия обмана 2
2980	110110	От звонка до звонка	Drama	2013.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	511	3.663405088062622	3.4394244025222656	От звонка до звонка
2981	832	Выкуп	Crime,Thriller	1996.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	17327	3.445893691925896	3.4392902688396285	Выкуп
2982	144	Братья МакМаллен	Comedy	1995.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4710	3.4634819532908705	3.4391950093472725	Братья МакМаллен
2983	6178	Patch of Blue, A	Drama,Romance	1965.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	286	3.839160839160839	3.439192721963249	
2984	1339	Дракула	Fantasy,Horror,Romance,Thriller	1992.0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	12599	3.448249861100088	3.439170970445732	Дракула
2985	117867	71	Action,Drama,Thriller,War	2014.0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	508	3.6633858267716537	3.438551512903273	71
2986	255335	Шан-Чи и легенда десяти колец	Action,Adventure,Fantasy	2021.0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1801	3.501943364797335	3.4385288001819942	Шан-Чи и легенда десяти колец
2987	83369	Путь домой	Drama	2010.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	872	3.569380733944954	3.438435573430093	Путь домой
2988	4077	Гарри - друг, который желает Вам добра	Drama,Thriller	2000.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	798	3.581453634085213	3.438383502873442	Гарри - друг, который желает Вам добра
2989	139642	Левша	Action,Drama	2015.0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1471	3.5159755268524813	3.438365098381569	Левша
2990	52241	Обман	Crime,Drama,Thriller	2007.0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1268	3.528391167192429	3.438357385838713	Обман
2991	60943	Замерзшая река	Drama	2008.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	594	3.6304713804713806	3.438303035268116	Замерзшая река
2992	5642	Onion Field, The	Drama	1979.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	407	3.7186732186732185	3.4382481346727296	
2993	3406	Captain Horatio Hornblower R.N.	Action,Adventure,Drama,War	1951.0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	470	3.6808510638297873	3.438100580857949	
2994	106696	Холодное сердце	Adventure,Animation,Comedy,Fantasy,Musical,Romance	2013.0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	11379	3.4481061604710432	3.438080049054021	Холодное сердце
2995	3851	I'm the One That I Want	Comedy	2000.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	3.6915367483296215	3.4376852237914908	
2996	252180	Свинья	Drama,Thriller	2021.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	809	3.578491965389369	3.437623596651993	Свинья
2997	4966	Incredible Shrinking Man, The	Sci-Fi,Thriller	1957.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	740	3.591216216216216	3.4373235257428	
2998	7028	Quick Change	Comedy,Crime	1990.0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	833	3.573829531812725	3.4371688350609912	
2999	27674	11:14	Comedy,Crime,Drama,Mystery,Thriller	2003.0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1006	3.5501988071570576	3.437067030162202	11:14
3000	26585	Better Tomorrow, A (Ying hung boon sik)	Crime,Drama,Thriller	1986.0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	446	3.69170403587444	3.436729807479077	
3001	277028	13 жизней	Drama,Thriller	2022.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	280	3.842857142857143	3.436724650230482	13 жизней
3002	506	Орландо	Drama,Fantasy,Romance	1992.0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1560	3.5096153846153846	3.436720530047712	Орландо
3003	597	Красотка	Comedy,Romance	1990.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	40754	3.43950287088384	3.4367126217266057	Красотка
3004	55901	Ты, живущий	Comedy,Drama,Musical	2007.0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	382	3.734293193717277	3.436654552026651	Ты, живущий
3005	6785	Seven Brides for Seven Brothers	Comedy,Musical,Romance,Western	1954.0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1074	3.542364990689013	3.436532094712291	
3006	90746	Приключения Тинтина: Тайна Единорога	Action,Animation,Mystery,IMAX	2011.0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4256	3.4632283834586466	3.436522131061483	Приключения Тинтина: Тайна Единорога
3007	68848	Братья Блум	Adventure,Comedy,Crime,Romance	2008.0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1179	3.532654792196777	3.436300779323317	Братья Блум
3008	131050	Звездные врата ЗВ-1: Дети Богов - Финальная версия	Adventure,Sci-Fi,Thriller	2009.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	291	3.826460481099657	3.4361856942862703	Звездные врата ЗВ-1: Дети Богов - Финальная версия
3009	183843	Мэнди	Action,Fantasy,Horror	2018.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1250	3.5268	3.43598734837653	Мэнди
3010	4220	Longest Yard, The	Comedy	1974.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413	3.516277423920736	3.435948239369784	
3011	2181	Marnie	Drama,Mystery,Romance,Thriller	1964.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1439	3.514593467685893	3.4357527637718785	
3012	8191	Anne of the Thousand Days	Drama	1969.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	340	3.769117647058824	3.435577049881658	
3013	596	Пиноккио	Animation,Children,Fantasy,Musical	1940.0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	16750	3.442328358208955	3.4355582877035458	Пиноккио
3014	204704	Я иду искать	Comedy,Horror,Thriller	2019.0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1319	3.5212282031842306	3.4353069921968946	Я иду искать
3015	2707	Дорога на Арлингтон	Thriller	1999.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8490	3.4485865724381624	3.4352400697908774	Дорога на Арлингтон
3016	959	Of Human Bondage	Drama	1934.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	444	3.690315315315315	3.4351586214469405	
3017	164	Дьявол в голубом платье	Crime,Film-Noir,Mystery,Thriller	1995.0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	4713	3.459155527265012	3.4351200825466224	Дьявол в голубом платье
3018	64983	Операция «Валькирия»	Drama,Thriller,War	2008.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3369	3.468685069753636	3.4350655495819487	Операция «Валькирия»
3019	42730	Игра по чужим правилам	Drama	2006.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	746	3.586461126005362	3.434748509889555	Игра по чужим правилам
3020	4454	Еще	Animation,Drama,Sci-Fi,IMAX	1998.0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	332	3.7756024096385534	3.4347251761610846	Еще
3021	3680	Decline of Western Civilization Part II: The Metal Years, The	Documentary	1988.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	369	3.741192411924119	3.434593039840274	
3022	63808	Класс	Drama	2008.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	560	3.636607142857143	3.4345843116175945	Класс
3023	136562	Стив Джобс	Drama	2015.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1882	3.4946865037194472	3.4345748174373347	Стив Джобс
3024	137857	Книга джунглей	Adventure,Drama,Fantasy	2016.0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3351	3.468218442256043	3.4344670892873777	Книга джунглей
3025	5707	Absence of Malice	Drama,Romance	1981.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	755	3.583443708609272	3.4338606338302102	
3026	115170	Судья	Drama	2014.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1476	3.5101626016260163	3.4336813788321647	Судья
3027	142222	Разрушение	Drama	2016.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	902	3.558758314855876	3.4336244524063457	Разрушение
3028	165603	Демон внутри	Horror	2016.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1403	3.513898788310762	3.433477763471036	Демон внутри
3029	2427	Тонкая красная линия	Action,Drama,War	1998.0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	10815	3.4437817845584835	3.4333521583313003	Тонкая красная линия
3030	934	Father of the Bride	Comedy	1950.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4837	3.45648129005582	3.433171963126704	
3031	37495	Манеры выживать 5+	Fantasy,Mystery,Romance,Thriller	2004.0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	295	3.815254237288136	3.433113964044818	Манеры выживать 5+
3032	4276	Lost in America	Comedy	1985.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	3.5660377358490565	3.433103239587383	
3033	4508	Gorillas in the Mist	Drama	1988.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1624	3.502463054187192	3.43305679049945	
3034	5244	Shogun Assassin	Action,Adventure	1980.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	3.721227621483376	3.432995077676892	
3035	27838	Жестокий ручей	Drama,Thriller	2004.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	928	3.554418103448276	3.432979793153585	Жестокий ручей
3036	58347	Пенелопа	Comedy,Fantasy,Romance	2006.0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1371	3.514952589350839	3.43279119925636	Пенелопа
3037	71057	Девять	Adventure,Animation,Sci-Fi	2009.0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4512	3.457668439716312	3.4327081988667625	Девять
3038	117109	Too Many Cooks	Comedy	2014.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	3.760932944606414	3.432644044768598	
3039	3678	Man with the Golden Arm, The	Drama	1955.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	513	3.652046783625731	3.432581083431878	
3040	71135	Пандорум	Horror,Sci-Fi,Thriller	2009.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2939	3.4705682204831576	3.4322878989967176	Пандорум
3041	3927	Fantastic Voyage	Adventure,Sci-Fi	1966.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1904	3.491334033613445	3.4322502212115094	
3042	5945	О Шмидте	Comedy,Drama	2002.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7319	3.447533816095095	3.4321665874048284	О Шмидте
3043	202103	Дитя робота	Sci-Fi,Thriller	2019.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1211	3.5247729149463254	3.431946584620928	Дитя робота
3044	735	О смерти, о любви	Horror	1994.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1343	3.515636634400596	3.431936096273178	О смерти, о любви
3045	2929	Krasnye	Drama,Romance	1981.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1574	3.503176620076239	3.4317859943570417	Krasnye
3046	10	Золотой глаз	Action,Adventure,Thriller	1995.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34941	3.4348473140436737	3.4316325532906644	Золотой глаз
3047	64278	Киногид извращенца	Documentary	2006.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	297	3.8097643097643097	3.431594265925362	Киногид извращенца
3048	174487	Не обнимай меня, я напуган	Animation,Fantasy,Horror	2011.0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	311	3.792604501607717	3.4315218006463297	Не обнимай меня, я напуган
3049	8807	Гарольд и Кумар уходят в отрыв	Adventure,Comedy	2004.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7437	3.446618260051096	3.431518642227945	Гарольд и Кумар уходят в отрыв
3050	1029	Дамбо	Animation,Children,Drama,Musical	1941.0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	11691	3.441108545034642	3.431503571679828	Дамбо
3051	1619	Семь лет в Тибете	Adventure,Drama,War	1997.0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	6389	3.449053059946784	3.431478344577823	Семь лет в Тибете
3052	197877	Американская фабрика	Documentary	2019.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	398	3.71356783919598	3.431458616359845	Американская фабрика
3053	4523	Milagro Beanfield War	Comedy,Drama,Fantasy	1988.0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	550	3.635454545454545	3.431359333629959	
3054	2721	Трюк	Comedy,Romance	1999.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	732	3.584016393442623	3.430854459281051	Трюк
3055	89039	Другая Земля	Drama,Romance,Sci-Fi	2011.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1503	3.505322687957418	3.430748159671991	Другая Земля
3056	26007	Unknown Soldier, The (Tuntematon sotilas)	Drama,War	1955.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	390	3.717948717948718	3.430631571006721	
3057	3700	Brother from Another Planet, The	Drama,Sci-Fi	1984.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1145	3.5283842794759823	3.430542123820491	
3058	4738	Счастливые случаи	Romance,Sci-Fi	2000.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	605	3.615702479338843	3.430533862844483	Счастливые случаи
3059	226202	Главный герой	Action,Adventure,Comedy,Sci-Fi	2020.0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2042	3.4853085210577865	3.4304573354546246	Главный герой
3060	195167	По половому признаку	Drama	2018.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	450	3.678888888888889	3.430164220715707	По половому признаку
3061	4678	UHF	Comedy	1989.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2267	3.4790471989413323	3.429727847077739	
3062	7481	Enemy Mine	Adventure,Drama,Sci-Fi	1985.0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1576	3.500634517766497	3.4296964475811014	
3063	5732	Eye of the Needle	Thriller	1981.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	441	3.6825396825396814	3.429283937783552	
3064	142448	Эверест	Adventure,Drama,Thriller	2015.0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1620	3.498148148148148	3.429217502153965	Эверест
3065	4713	Altered States	Drama,Sci-Fi	1980.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2019	3.484398216939079	3.429105031229257	
3066	40278	Морпехи	Action,Drama,War	2005.0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5196	3.4505388760585065	3.4290562683447536	Морпехи
3067	26631	Алиса	Animation,Fantasy,Mystery	1988.0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	368	3.7323369565217392	3.429030782492132	Алиса
3068	115664	Книга жизни	Adventure,Animation,Romance	2014.0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1260	3.5174603174603174	3.428903282177075	Книга жизни
3069	103849	Новый мир	Thriller	2013.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	324	3.773148148148149	3.4288253460258904	Новый мир
3070	1904	Генри Фул	Comedy,Drama	1997.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1024	3.53759765625	3.428688304994184	Генри Фул
3071	101973	Связи нет	Drama,Thriller	2012.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	591	3.616751269035533	3.428250846733167	Связи нет
3072	163	Отчаянный	Action,Romance,Western	1995.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	18089	3.434158881087954	3.4280039609834145	Отчаянный
3073	79592	Копы в глубоком запасе	Action,Comedy	2010.0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4893	3.4506437768240343	3.4278956119971853	Копы в глубоком запасе
3074	58191	Такси на темную сторону	Documentary	2007.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	344	3.751453488372093	3.427890975003981	Такси на темную сторону
3075	32582	Дикие попугаи с Телеграф Хилл	Documentary	2003.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	302	3.79635761589404	3.42784127230862	Дикие попугаи с Телеграф Хилл
3076	1554	Записки у изголовья	Drama,Romance	1996.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1416	3.506002824858757	3.4274770465230646	Записки у изголовья
3077	84601	Неизвестный	Drama,Mystery,Thriller	2011.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2807	3.467046669041681	3.4274378998628103	Неизвестный
3078	26485	Бойцовая рыбка	Drama	1983.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	595	3.6142857142857134	3.427429414259742	Бойцовая рыбка
3079	2725	Близнецы из Айдахо	Drama	1999.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	753	3.5750332005312084	3.427396424539431	Близнецы из Айдахо
3080	68486	Битва у Красной скалы 2	Action,Drama,War	2009.0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	414	3.695652173913044	3.427232505935162	Битва у Красной скалы 2
3081	1721	Титаник	Drama,Romance	1997.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	50705	3.429415245044867	3.4272236794612865	Титаник
3082	39	Бестолковые	Comedy,Romance	1995.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	31745	3.4305717435816665	3.4270725445554837	Бестолковые
3083	3761	За кровь платят кровью	Action,Crime,Drama,Thriller	1993.0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	515	3.6427184466019416	3.427041537534843	За кровь платят кровью
3084	165503	Мистер Черч	Drama	2016.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	281	3.8220640569395017	3.426911067829344	Мистер Черч
3085	4439	Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo)	Drama	1981.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	403	3.7022332506203472	3.4267880644636928	
3086	6743	Jungle Book	Adventure,Fantasy	1942.0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	963	3.542056074766355	3.426786999658136	
3087	30850	Венецианский купец	Drama	2004.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	879	3.5529010238907848	3.426656885049875	Венецианский купец
3088	4833	Changeling, The	Horror,Mystery,Thriller	1980.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	891	3.551066217732884	3.4265538931077804	
3089	5516	Читaй по губам	Crime,Drama,Thriller	2001.0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	387	3.7131782945736433	3.426528381177964	Читaй по губам
3090	32792	Red Desert (Deserto rosso, Il)	Drama	1964.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	277	3.826714801444044	3.426379511959012	
3091	3101	Fatal Attraction	Drama,Thriller	1987.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	13886	3.4343583465360794	3.426372535601205	
3092	116905	Патэма наоборот	Adventure,Animation,Drama,Fantasy,Sci-Fi	2013.0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	331	3.761329305135952	3.426338959565325	Патэма наоборот
3093	3076	Irma la Douce	Comedy	1963.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	3.576558265582656	3.4263192201557437	
3094	79242	Детки в порядке	Comedy,Drama	2010.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1976	3.4822874493927127	3.426193299945512	Детки в порядке
3095	90405	Время	Crime,Sci-Fi,Thriller	2011.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	7987	3.4400275447602358	3.426151178157077	Время
3096	212461	Человек-невидимка	Horror,Sci-Fi,Thriller	2020.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1885	3.4848806366047747	3.426093017413094	Человек-невидимка
3097	4533	Return of the Living Dead, The	Comedy,Horror,Sci-Fi	1985.0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1753	3.489161437535653	3.425966797422239	
3098	2090	Спасатели	Adventure,Animation,Children,Crime,Drama	1977.0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3871	3.454404546628778	3.425798439087224	Спасатели
3099	51705	Роковая красотка	Comedy,Romance	2006.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	541	3.6303142329020335	3.4256864024293074	Роковая красотка
3100	106011	Синий зонтик	Animation	2013.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	3.759036144578314	3.425634267070176	Синий зонтик
3101	62293	Герцогиня	Drama,Romance	2008.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1135	3.522907488986784	3.4254323377680795	Герцогиня
3102	1925	Wings	Action,Drama,Romance,War	1927.0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	417	3.6906474820143886	3.425374973300661	
3103	160848	Красная черепаха	Animation	2016.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	3.642716535433071	3.4251072107265768	Красная черепаха
3104	4640	Брат якудзы	Action,Crime,Thriller	2000.0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	734	3.5756130790190737	3.425033497097772	Брат якудзы
3105	1151	Урок Фауста	Animation,Comedy,Drama,Fantasy	1994.0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	452	3.6692477876106193	3.4248396297620087	Урок Фауста
3106	4664	Ширли Валентайн	Comedy,Romance	1989.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	538	3.630111524163569	3.424794983449391	Ширли Валентайн
3107	43	Королевская милость	Drama	1995.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2691	3.465811965811966	3.424766778534904	Королевская милость
3108	278980	Фабельманы	Drama	2022.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	411	3.6934306569343063	3.4247203678032987	Фабельманы
3109	35	Кэррингтон	Drama,Romance	1995.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1585	3.494321766561514	3.424654860913593	Кэррингтон
3110	514	Осторожно, заложник!	Comedy	1994.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4982	3.4467081493376157	3.4245497110518475	Осторожно, заложник!
3111	205	Сумасшедшие герои	Comedy,Drama	1995.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1386	3.503968253968254	3.424357282445724	Сумасшедшие герои
3112	7720	Four Musketeers, The	Action,Adventure,Comedy,Romance	1974.0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	638	3.59717868338558	3.424268640589963	
3113	1042	То, что ты делаешь	Comedy,Drama	1996.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10022	3.435242466573538	3.424235913703493	То, что ты делаешь
3114	3447	Good Earth, The	Drama	1937.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	393	3.704834605597964	3.424187284650835	
